ID,NAME,NAME_allportdata,ABBREV,COUNTRY_CODE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,LATDD,LONGDD,MIN_T,MAX_T,RANGE_T,YR_MEAN_T,Salinity,Temp_Src,Sal_Src,MEOW_region,MEOW_province,MEOW_realm,FEOW_region,MEOW_Neighbors,FEOW_Neighbors,,,,,,
73,St. Nazaire,St. Nazaire,FRA,FRA,47.2803,-2.2019,47.26667,-2.2,8.2,20.47,12.27,13.95,34.36,Air,WOA,South European Atlantic Shelf,Lusitanian,Temperate Northern Atlantic,Central & Western Europe,Celtic Seas|Saharan Upwelling|North Sea|Alboran Sea|NA|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
74,Stratoni,Stratoni,GRC,GRC,40.5167,23.85,40.51667,23.85,13.05,24.45,11.4,18.39,36.72,WOA,WOA,Aegean Sea,Mediterranean Sea,Temperate Northern Atlantic,NA,Black Sea|Adriatic Sea|Levantine Sea|Tunisian Plateau/Gulf of Sidra|Ionian Sea|NA|NA|NA|NA,NA,,,,,,
75,Mechelen,Mechelen,BEL,BEL,51.0333,4.4667,51.03333,4.46667,5.16,19.7,14.54,12.03,0,Air,DistIn,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
76,Yaroslavl,Yaroslavl,RUS,RUS,57.5667,39.8667,57.56667,39.86667,0,20.19,20.19,6.34,0,Air,DistIn,NA,NA,NA,Volga - Ural,NA,Barents Sea Drainages|Lake Onega - Lake Ladoga|Dnieper - South Bug|Don|Volga Delta - Northern Caspian Drainages|Western Caspian Drainages|Turan Plain|Southern Baltic Lowlands|Ob|Irgyz -Turgai|Aral Sea Drainages|NA|NA|NA,,,,,,
77,Farquhar Is.,NA,NA,SYC,-10.1667,51.1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,Seychelles,Western Indian Ocean,Western Indo-Pacific,NA,Cargados Carajos/Tromelin Island|East African Coral Coast|Western and Northern Madagascar|NA|NA|NA|NA|NA|NA,NA,,,,,,
78,Killingholme,Killingholme,GBR,GBR,53.6667,-0.2333,53.66667,-0.23333,5.49,14.99,9.5,9.97,33.48,WOA,WOA,North Sea,Northern European Seas,Temperate Northern Atlantic,NA,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,NA,,,,,,
79,Norrsundet,Norrsundet,SWE,SWE,60.95,17.1667,60.95,17.16667,0.79,17.14,16.35,6.83,5.24,Air,WOA,Baltic Sea,Northern European Seas,Temperate Northern Atlantic,NA,North Sea|Southern Norway|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,NA,,,,,,
80,Hjalteyri,Hjalteyri,ISL,ISL,65.85,-18.2,65.85,-18.2,1.39,10.84,9.45,4.51,34.41,Air,WOA,South and West Iceland,Northern European Seas,Temperate Northern Atlantic,NA,East Greenland Shelf|Faroe Plateau|North and East Iceland|NA|NA|NA|NA|NA|NA,NA,,,,,,
81,Black Deep Anch.,NA,NA,GBR,51.6333,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Sea,Northern European Seas,Temperate Northern Atlantic,NA,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,NA,,,,,,
82,Gloucester(USA),NA,NA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
83,Iddefjord,NA,NA,SWE,59.0711,11.3914,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Sea,Northern European Seas,Temperate Northern Atlantic,Northern Baltic Drainages,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Barents Sea Drainages|Lake Onega - Lake Ladoga|Norwegian Sea Drainages|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
84,Tabangao,Tabangao,PHL,PHL,13.7167,121.05,13.71667,121.05,26.23,28.5,2.27,27.44,33.49,Air,WOA,Eastern Philippines,Western Coral Triangle,Central Indo-Pacific,NA,Halmahera|Palawan/North Borneo|South China Sea Oceanic Islands|South Kuroshio|Sulawesi Sea/Makassar Strait|West Caroline Islands|NA|NA|NA,NA,,,,,,
85,Gjevingstangholmen,Gjevingstangholmen,NOR,NOR,58.65,9.1333,58.65,9.13333,3,16.76,13.76,9.56,29.99,WOA,WOA,North Sea,Northern European Seas,Temperate Northern Atlantic,Norwegian Sea Drainages,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Barents Sea Drainages|Northern Baltic Drainages|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
86,Nieuw Nickerie,Nieuw Nickerie,SUR,SUR,5.95,-57,5.95,-57,27.07,28.15,1.08,27.59,34.93,Air,WOA,Guianan,North Brazil Shelf,Tropical Atlantic,Guianas,Amazonia|Eastern Caribbean|Southern Caribbean|NA|NA|NA|NA|NA|NA,Essequibo|Amazonas Guiana Shield|Amazonas Estuary & Coastal Drainages|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
87,Gillingham,Gillingham,GBR,GBR,51.3864,0.5444,51.48333,0.55,6.45,19.02,12.57,12.09,20.75,Air,Drake_Model,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
88,Ardrishaig,Ardrishaig,GBR,GBR,56,-5.4333,56,-5.43333,5.88,15.23,9.35,10.07,33.29,Air,WOA,Celtic Seas,Northern European Seas,Temperate Northern Atlantic,NA,Faroe Plateau|South European Atlantic Shelf|North Sea|NA|NA|NA|NA|NA|NA,NA,,,,,,
89,Colchester,Colchester,GBR,GBR,51.8833,0.9167,51.88333,0.91667,6.04,18.53,12.49,11.71,19.43,Air,Drake_Model,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
90,Apapa-Lagos,Apapa-Lagos,NGA,NGA,6.4383,3.3886,6.43333,3.4,26.16,28.63,2.47,27.5,18.35,Air,Drake_Model,Gulf of Guinea Central,Gulf of Guinea,Tropical Atlantic,NA,Gulf of Guinea Islands|Gulf of Guinea Upwelling|Gulf of Guinea South|NA|NA|NA|NA|NA|NA,NA,,,,,,
91,Oceanside,Oceanside,USA,USA,33.2083,-117.3902,33.2,-117.38333,14.38,20.6,6.23,17.2,33.52,WOA,WOA,Southern California Bight,Warm Temperate Northeast Pacific,Temperate Northern Pacific,NA,Cortezian|Magdalena Transition|Northern California|NA|NA|NA|NA|NA|NA,NA,,,,,,
92,Gloucester(MA USA),Gloucester(MA USA),USA,USA,42.6167,-70.6667,42.61667,-70.66667,3.01,18.33,15.32,10.05,31.76,WOA,WOA,Gulf of Maine/Bay of Fundy,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Northeast US & Southeast Canada Atlantic Drainages,Gulf of St. Lawrence - Eastern Scotian Shelf|Scotian Shelf|Virginian|NA|NA|NA|NA|NA|NA,Chesapeake Bay|Laurentian Great Lakes|Scotia - Fundy|St.Lawrence|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
93,Kollafjordur,Kollafjordur,FRO,FRO,62.1167,-6.9,62.11667,-6.9,5.09,11.82,6.73,7.71,35.18,Air,WOA,Faroe Plateau,Northern European Seas,Temperate Northern Atlantic,Northern British Isles,Celtic Seas|South and West Iceland|North Sea|NA|NA|NA|NA|NA|NA,Central & Western Europe|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
94,Hokkaido,NA,NA,JPN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
95,Nalunga Is.,Nalunga Is.,PHL,PHL,10.5,122.7167,10.5,122.71667,26.85,28.96,2.11,28.29,33.94,Air,WOA,Eastern Philippines,Western Coral Triangle,Central Indo-Pacific,NA,Halmahera|Palawan/North Borneo|South China Sea Oceanic Islands|South Kuroshio|Sulawesi Sea/Makassar Strait|West Caroline Islands|NA|NA|NA,NA,,,,,,
96,Billefjord,Billefjord,NOR,NOR,70.3667,25.1,70.36667,25.1,3.64,8.96,5.31,5.82,34.24,WOA,WOA,Northern Norway and Finnmark,Northern European Seas,Temperate Northern Atlantic,Barents Sea Drainages,Baltic Sea|Southern Norway|North and East Barents Sea|White Sea|NA|NA|NA|NA|NA,Lake Onega - Lake Ladoga|Northern Baltic Drainages|Norwegian Sea Drainages|Volga - Ural|Ob|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
97,Guayacan,Guayacan,CHL,CHL,-29.9667,-71.3667,-29.96667,-71.36667,12.55,16.6,4.05,14.57,34.42,WOA,WOA,Central Chile,Warm Temperate Southeastern Pacific,Temperate South America,South Andean Pacific Slopes,Araucanian|Humboldtian|NA|NA|NA|NA|NA|NA|NA,Atacama|Valdivian Lakes|Mar Chiquita - Salinas Grandes|Patagonia|Cuyan - Desaguadero|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
98,Nueva Gerona,Nueva Gerona,CUB,CUB,21.9167,-82.7667,21.91667,-82.76667,23.97,30.25,6.28,27.58,35.96,WOA,WOA,Greater Antilles,Tropical Northwestern Atlantic,Tropical Atlantic,NA,Bahamian|Eastern Caribbean|Floridian|Southern Caribbean|Southern Gulf of Mexico|Southwestern Caribbean|Western Caribbean|NA|NA,NA,,,,,,
99,Ras Bahregan Terminal,NA,NA,IRN,29.7833,50.1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arabian (Persian) Gulf,Somali/Arabian,Western Indo-Pacific,NA,Gulf of Oman|Western Arabian Sea|NA|NA|NA|NA|NA|NA|NA,NA,,,,,,
100,Manchester(GBR),Manchester(GBR),GBR,GBR,53.4667,-2.2833,53.46667,-2.28333,6.45,17.94,11.49,11.62,1.95,Air,Drake_Model,Celtic Seas,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Faroe Plateau|South European Atlantic Shelf|North Sea|NA|NA|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
101,Spesshult,Spesshult,SWE,SWE,59.0667,12.9167,59.06667,12.91667,1.1,17.94,16.84,7.73,0,Air,DistIn,North Sea,Northern European Seas,Temperate Northern Atlantic,Northern Baltic Drainages,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Barents Sea Drainages|Lake Onega - Lake Ladoga|Norwegian Sea Drainages|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
102,Aasiaat,Aasiaat,GRL,GRL,68.7167,-52.8833,68.71667,-52.88333,-1.75,6.28,8.02,1.55,33.33,WOA,WOA,West Greenland Shelf,Arctic,Arctic,NA,Baffin Bay - Davis Strait|East Greenland Shelf|North Greenland|NA|NA|NA|NA|NA|NA,NA,,,,,,
103,Shetland Is.,NA,NA,GBR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
104,Beckingham,Beckingham,GBR,GBR,53.4,-0.8333,53.4,-0.83333,5.96,17.94,11.98,11.26,0.71,Air,Drake_Model,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
105,Plaridel,Plaridel,PHL,PHL,8.6167,123.7,8.61667,123.7,26.55,29.56,3.01,28.4,33.88,WOA,WOA,Eastern Philippines,Western Coral Triangle,Central Indo-Pacific,Mindanao,Halmahera|Palawan/North Borneo|South China Sea Oceanic Islands|South Kuroshio|Sulawesi Sea/Makassar Strait|West Caroline Islands|NA|NA|NA,Lake Lanao|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
106,Ciudad del Carmen,Ciudad del Carmen,MEX,MEX,18.65,-91.85,18.65,-91.85,25.23,29.21,3.98,26.98,35.99,WOA,WOA,Southern Gulf of Mexico,Tropical Northwestern Atlantic,Tropical Atlantic,NA,Chiapas-Nicaragua|Floridian|Mexican Tropical Pacific|Northern Gulf of Mexico|Western Caribbean|Greater Antilles|NA|NA|NA,NA,,,,,,
107,Sungei Gerong,Sungei Gerong,IDN,IDN,-2.9833,104.85,-2.98333,104.85,26.92,31.54,4.62,28.87,30.52,WOA,WOA,Sunda Shelf/Java Sea,Sunda Shelf,Central Indo-Pacific,Southern Sumatra - Western Java,Gulf of Thailand|Lesser Sunda|Malacca Strait|Palawan/North Borneo|South China Sea Oceanic Islands|Southern Vietnam|Sulawesi Sea/Makassar Strait|Southern Java|Western Sumatra,Southern Central Sumatra|Central & Eastern Java|Indian Ocean Slope of Sumatra & Java|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
108,Braunschweig,Braunschweig,DEU,DEU,52.25,10.5,52.25,10.5,3.65,19.32,15.67,10.84,0,Air,DistIn,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
109,Glandore,Glandore,IRL,IRL,51.5667,-9.1167,51.56667,-9.11667,8.02,16.94,8.92,11.93,18.93,Air,Drake_Model,Celtic Seas,Northern European Seas,Temperate Northern Atlantic,Northern British Isles,Faroe Plateau|South European Atlantic Shelf|North Sea|NA|NA|NA|NA|NA|NA,Central & Western Europe|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
110,Sungei Kolak,NA,NA,IDN,0.8333,104.5833,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malacca Strait,Sunda Shelf,Central Indo-Pacific,Southern Central Sumatra,Andaman and Nicobar Islands|Andaman Sea Coral Coast|Gulf of Thailand|Western Sumatra|Sunda Shelf/Java Sea|NA|NA|NA|NA,Northern Central Sumatra - Western Malaysia|Southern Sumatra - Western Java|Indian Ocean Slope of Sumatra & Java|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
111,Bellingham,Bellingham,USA,USA,48.75,-122.5,48.75,-122.5,5.96,18.53,12.57,11.88,27.41,Air,WOA,Puget Trough/Georgia Basin,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Alaska & Canada Pacific Coastal,"North American Pacific Fijordland|Oregon, Washington, Vancouver Coast and Shelf|NA|NA|NA|NA|NA|NA|NA",Columbia Glaciated|Columbia Unglaciated|Alaskan Coastal|Lower Mackenzie|Upper Mackenzie|Upper Yukon|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
112,Belledune,Belledune,CAN,CAN,47.9167,-65.85,47.91667,-65.85,0,14.85,14.85,6.44,28.13,WOA,WOA,Gulf of St. Lawrence - Eastern Scotian Shelf,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,NA,Gulf of Maine/Bay of Fundy|Northern Grand Banks - Southern Labrador|Northern Labrador|Scotian Shelf|Southern Grand Banks - South Newfoundland|Virginian|NA|NA|NA,NA,,,,,,
113,Qaqortoq,Qaqortoq,GRL,GRL,60.7167,-46.0333,60.71667,-46.03333,-0.89,2.9,3.79,1.29,32.22,WOA,WOA,West Greenland Shelf,Arctic,Arctic,NA,Baffin Bay - Davis Strait|East Greenland Shelf|North Greenland|NA|NA|NA|NA|NA|NA,NA,,,,,,
114,Belle Chasse,Belle Chasse,USA,USA,29.85,-89.9833,29.85,-89.98333,12.92,28.22,15.3,22.04,0,Air,DistIn,Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Lower Mississippi,Carolinian|Floridian|Southern Gulf of Mexico|NA|NA|NA|NA|NA|NA,Upper Mississippi|Ozark Highlands|Ouachita Highlands|Teays - Old Ohio|Tennessee|Mobile Bay|Sabine - Galveston|NA|NA|NA|NA|NA|NA|NA,,,,,,
115,Port Klang,Port Klang,MYS,MYS,3,101.4,3,101.4,27.51,28.29,0.78,27.9,30.83,Air,WOA,Malacca Strait,Sunda Shelf,Central Indo-Pacific,Northern Central Sumatra - Western Malaysia,Andaman and Nicobar Islands|Andaman Sea Coral Coast|Gulf of Thailand|Western Sumatra|Sunda Shelf/Java Sea|NA|NA|NA|NA,Lower & Middle Salween|Malay Peninsula Eastern Slope|Aceh|Southern Central Sumatra|Indian Ocean Slope of Sumatra & Java|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
116,Port Edward,Port Edward,CAN,CAN,54.2286,-130.2916,54.23333,-130.3,3.99,14.83,10.84,8.62,29.66,Air,WOA,North American Pacific Fijordland,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Alaska & Canada Pacific Coastal,"Gulf of Alaska|Oregon, Washington, Vancouver Coast and Shelf|Puget Trough/Georgia Basin|NA|NA|NA|NA|NA|NA",Columbia Glaciated|Columbia Unglaciated|Alaskan Coastal|Lower Mackenzie|Upper Mackenzie|Upper Yukon|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
117,Slemmestad,Slemmestad,NOR,NOR,59.7833,10.5,59.78333,10.5,0.85,17.94,17.09,7.3,27.23,Air,Close_Sal,North Sea,Northern European Seas,Temperate Northern Atlantic,NA,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,NA,,,,,,
118,Stora Sotra,NA,NA,NOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
119,Navlakhi,Navlakhi,IND,IND,22.9667,70.45,22.96667,70.45,22.68,30.07,7.39,26.56,36.17,WOA,WOA,Western India,West and South Indian Shelf,Western Indo-Pacific,NA,Eastern India|Gulf of Oman|Maldives|South India and Sri Lanka|NA|NA|NA|NA|NA,NA,,,,,,
120,Jayapura,Jayapura,IDN,IDN,-2.5333,140.7167,-2.53333,140.71667,27.15,27.8,0.65,27.57,34.46,Air,WOA,Papua,Western Coral Triangle,Central Indo-Pacific,New Guinea North Coast,Arafura Sea|Banda Sea|Bismarck Sea|Gulf of Papua|Halmahera|West Caroline Islands|NA|NA|NA,New Guinea Central Mountains|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
121,Good Hope(USA),Good Hope(USA),USA,USA,29.9914,-90.4006,29.98333,-90.4,13.51,29.89,16.38,22.14,0,WOA,DistIn,Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Lower Mississippi,Carolinian|Floridian|Southern Gulf of Mexico|NA|NA|NA|NA|NA|NA,Upper Mississippi|Ozark Highlands|Ouachita Highlands|Teays - Old Ohio|Tennessee|Mobile Bay|Sabine - Galveston|NA|NA|NA|NA|NA|NA|NA,,,,,,
122,Kongsmoen,Kongsmoen,NOR,NOR,64.8833,12.4333,64.88333,12.43333,0.79,13.32,12.53,5.26,3.56,Air,Drake_Model,Southern Norway,Northern European Seas,Temperate Northern Atlantic,Norwegian Sea Drainages,Baltic Sea|North Sea|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,Barents Sea Drainages|Northern Baltic Drainages|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
123,Flekkefjord,Flekkefjord,NOR,NOR,58.3,6.6667,58.3,6.66667,2.95,15.74,12.79,8.45,11.6,Air,Drake_Model,Southern Norway,Northern European Seas,Temperate Northern Atlantic,Norwegian Sea Drainages,Baltic Sea|North Sea|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,Barents Sea Drainages|Northern Baltic Drainages|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
124,Tolagnaro,Tolagnaro,MDG,MDG,-25.0333,47,-25.03333,47,22.89,28.05,5.16,25.26,34.84,WOA,WOA,Southeast Madagascar,Western Indian Ocean,Western Indo-Pacific,NA,Mascarene Islands|Western and Northern Madagascar|NA|NA|NA|NA|NA|NA|NA,NA,,,,,,
125,Pertigalete,Pertigalete,VEN,VEN,10.25,-64.55,10.25,-64.55,24,28.12,4.12,25.7,36.67,WOA,WOA,Southern Caribbean,Tropical Northwestern Atlantic,Tropical Atlantic,NA,Eastern Caribbean|Guianan|Southwestern Caribbean|Greater Antilles|NA|NA|NA|NA|NA,NA,,,,,,
126,Manchester(USA),Manchester(USA),USA,USA,47.55,-122.5333,47.55,-122.53333,7.64,10.67,3.03,9.45,28.93,WOA,WOA,Puget Trough/Georgia Basin,Cold Temperate Northeast Pacific,Temperate Northern Pacific,Alaska & Canada Pacific Coastal,"North American Pacific Fijordland|Oregon, Washington, Vancouver Coast and Shelf|NA|NA|NA|NA|NA|NA|NA",Columbia Glaciated|Columbia Unglaciated|Alaskan Coastal|Lower Mackenzie|Upper Mackenzie|Upper Yukon|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
127,Kvinesdal,Kvinesdal,NOR,NOR,58.3,7,58.3,7,2.37,15.53,13.16,7.81,8.49,Air,Drake_Model,North Sea,Northern European Seas,Temperate Northern Atlantic,Norwegian Sea Drainages,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Barents Sea Drainages|Northern Baltic Drainages|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
128,Dernish Is.,Dernish Is.,IRL,IRL,52.6833,-8.9167,52.68333,-8.91667,7.57,17.54,9.97,12.04,4.63,Air,Drake_Model,Celtic Seas,Northern European Seas,Temperate Northern Atlantic,NA,Faroe Plateau|South European Atlantic Shelf|North Sea|NA|NA|NA|NA|NA|NA,NA,,,,,,
129,Abu Sultan,Abu Sultan,EGY,EGY,30.4167,32.3,30.41667,32.3,15.63,28.63,13,23.28,38.97,Air,WOA,Northern and Central Red Sea,Red Sea and Gulf of Aden,Western Indo-Pacific,Nile Delta,Southern Red Sea|Levantine Sea|NA|NA|NA|NA|NA|NA|NA,Sinai|Dry Sahel|Lower Nile|Sahara|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
130,Port Elizabeth,Port Elizabeth,ZAF,ZAF,-33.9667,25.6333,-33.96667,25.63333,16.14,23.5,7.36,19.92,35.29,Air,WOA,Agulhas Bank,Agulhas,Temperate Southern Africa,Cape Fold,Namaqua|Natal|NA|NA|NA|NA|NA|NA|NA,Southern Temperate Highveld|Karoo|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
131,Great Duck Is.,NA,NA,CAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
132,Katagami,Katagami,JPN,JPN,34.7167,134.2167,34.71667,134.21667,5.72,27.59,21.87,16.5,18.57,Air,Drake_Model,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,NA,East China Sea|Northeastern Honshu|Ogasawara Islands|Sea of Japan/East Sea|South Kuroshio|NA|NA|NA|NA,NA,,,,,,
133,Songo Songo Is.,Songo Songo Is.,TZA,TZA,-8.5167,39.5,-8.51667,39.5,25.38,28.85,3.47,27.14,35.02,WOA,WOA,East African Coral Coast,Western Indian Ocean,Western Indo-Pacific,Coastal East Africa,Seychelles|Northern Monsoon Current Coast|Bight of Sofala/Swamp Coast|Western and Northern Madagascar|NA|NA|NA|NA|NA,Southern Eastern Rift|Malagarasi - Moyowosi|Mulanje|Lake Malawi|Lake Rukwa|Lower Zambezi|Pangani|NA|NA|NA|NA|NA|NA|NA,,,,,,
134,Hakodate,Hakodate,JPN,JPN,41.8248,140.6806,41.78333,140.71667,1.48,23.5,22.02,10.62,33.6,Air,WOA,Sea of Japan/East Sea,Cold Temperate Northwest Pacific,Temperate Northern Pacific,NA,Central Kuroshio Current|East China Sea|Northeastern Honshu|Oyashio Current|Sea of Okhotsk|Yellow Sea|NA|NA|NA,NA,,,,,,
135,Loch Ewe,NA,NA,GBR,57.8133,-5.6411,NA,NA,NA,NA,NA,NA,NA,NA,NA,Celtic Seas,Northern European Seas,Temperate Northern Atlantic,NA,Faroe Plateau|South European Atlantic Shelf|North Sea|NA|NA|NA|NA|NA|NA,NA,,,,,,
136,Lappeenranta,Lappeenranta,FIN,FIN,61.0667,28.25,61.06667,28.25,0.03,18.83,18.8,6.14,0,Air,DistIn,Baltic Sea,Northern European Seas,Temperate Northern Atlantic,Northern Baltic Drainages,North Sea|Southern Norway|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,Barents Sea Drainages|Lake Onega - Lake Ladoga|Norwegian Sea Drainages|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
137,Milton(USA),Milton(USA),USA,USA,41.6,-73.95,41.6,-73.95,1.22,24.02,22.8,11.62,0,Air,DistIn,Virginian,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,Northeast US & Southeast Canada Atlantic Drainages,Carolinian|Gulf of Maine/Bay of Fundy|Gulf of St. Lawrence - Eastern Scotian Shelf|NA|NA|NA|NA|NA|NA,Chesapeake Bay|Laurentian Great Lakes|Scotia - Fundy|St.Lawrence|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
138,Vila Real de Santo Antonio,Vila Real de Santo Antonio,PRT,PRT,37.1833,-7.4167,37.18333,-7.41667,13.52,25.68,12.16,19.49,14.94,Air,Drake_Model,South European Atlantic Shelf,Lusitanian,Temperate Northern Atlantic,Western Iberia,Celtic Seas|Saharan Upwelling|North Sea|Alboran Sea|NA|NA|NA|NA|NA,Southern Iberia|Eastern Iberia|Cantabric Coast - Languedoc|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
139,Ras Lanuf,Ras Lanuf,LBY,LBY,30.5167,18.5667,30.51667,18.56667,15.71,26.88,11.17,20.95,38.26,WOA,WOA,Tunisian Plateau/Gulf of Sidra,Mediterranean Sea,Temperate Northern Atlantic,NA,Levantine Sea|Ionian Sea|Aegean Sea|Western Mediterranean|NA|NA|NA|NA|NA,NA,,,,,,
140,Vetlefjord,NA,NA,NOR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
